Seaguard RCM SW
Product number:	4430
Serial number:	1705

		System Parameters(0)				Temperature #835(835)	Optode #492(492)			Conductivity #1306(1306)		Doppler Current Sensor #723(723)
Record	Time tag (Gmt)	Battery Voltage(V)	Memory Used(Bytes)	Last Interval(ms)	Time Correction(ms)	Temperature(Deg.C)	O2Concentration(uM)	AirSaturation(%)	Temperature(Deg.C)	Conductivity(mS/cm)	Temperature(Deg.C)	Abs Speed(cm/s)	Direction(Deg.M)	North(cm/s)	East(cm/s)	Heading(Deg.M)	Tilt X(Deg)	Tilt Y(Deg)	SP Std(cm/s)	Strength(dB)	Ping Count	Abs Tilt(Deg)	Max Tilt(Deg)	Std Tilt(Deg)	Strength X(dB)	Strength Y(dB)
343	05.04.24 16:40:00	6.965	8654848	299994	0.000	-1.767	443.784	92.378	-1.763	27.267	-1.784	4.092	282.034	0.853	-4.002	48.045	-0.717	-0.162	4.692	-44.701	100	0.738	0.873	0.055	-44.991	-44.410
344	05.04.24 16:45:00	6.970	8654848	299994	0.000	-1.766	444.037	92.435	-1.761	27.267	-1.774	4.511	278.558	0.671	-4.460	48.432	-0.731	-0.164	4.797	-44.536	100	0.752	0.877	0.056	-45.059	-44.013
345	05.04.24 16:50:00	6.970	8654848	299993	0.000	-1.766	443.864	92.398	-1.762	27.267	-1.761	4.099	264.595	-0.386	-4.081	49.163	-0.772	-0.162	4.082	-44.710	100	0.791	0.914	0.049	-44.823	-44.597
346	05.04.24 16:55:00	6.970	8654848	299994	0.000	-1.764	443.794	92.387	-1.761	27.268	-1.810	3.649	256.718	-0.838	-3.552	49.694	-0.799	-0.150	4.341	-44.501	100	0.815	0.929	0.047	-44.708	-44.294
347	05.04.24 17:00:00	6.970	8654848	299994	0.000	-1.765	443.875	92.403	-1.761	27.270	-1.761	3.353	296.839	1.514	-2.992	50.147	-0.807	-0.143	4.215	-44.712	100	0.821	0.958	0.052	-45.040	-44.385
348	05.04.24 17:05:00	6.970	8654848	299994	0.000	-1.765	443.646	92.354	-1.761	27.267	-1.755	3.838	285.511	1.026	-3.698	50.005	-0.795	-0.140	4.478	-44.584	100	0.808	0.920	0.053	-44.956	-44.212
349	05.04.24 17:10:00	6.970	8654848	299994	0.000	-1.764	443.775	92.383	-1.760	27.267	-1.791	2.660	278.347	0.386	-2.632	49.274	-0.749	-0.160	4.345	-44.617	100	0.767	0.862	0.046	-44.928	-44.307
350	05.04.24 17:15:00	6.970	8654848	299994	0.000	-1.767	443.677	92.358	-1.762	27.267	-1.787	4.031	318.579	3.023	-2.667	50.220	-0.776	-0.145	4.573	-44.656	100	0.791	0.941	0.057	-45.013	-44.299
351	05.04.24 17:20:00	6.965	8654848	299994	0.000	-1.767	443.659	92.353	-1.763	27.267	-1.799	2.767	308.362	1.717	-2.170	50.058	-0.758	-0.147	4.422	-44.192	100	0.774	0.890	0.048	-44.376	-44.008
352	05.04.24 17:25:00	6.965	8654848	299993	0.000	-1.768	443.741	92.369	-1.763	27.267	-1.782	4.448	289.431	1.480	-4.195	49.909	-0.730	-0.156	4.414	-44.486	100	0.750	0.865	0.052	-44.592	-44.381
353	05.04.24 17:30:00	6.959	8650752	299994	0.000	-1.768	443.634	92.345	-1.764	27.267	-1.748	4.066	316.500	2.949	-2.799	49.346	-0.729	-0.172	4.323	-44.145	100	0.752	0.885	0.052	-44.371	-43.919
354	05.04.24 17:35:00	6.970	8650752	299994	0.000	-1.767	443.584	92.337	-1.763	27.268	-1.759	3.841	305.911	2.253	-3.111	49.920	-0.725	-0.172	4.587	-44.547	100	0.747	0.884	0.046	-44.809	-44.284
355	05.04.24 17:40:00	6.970	8650752	299994	0.000	-1.766	443.906	92.406	-1.762	27.267	-1.816	3.527	305.140	2.030	-2.885	50.892	-0.756	-0.166	4.398	-44.304	100	0.776	0.882	0.045	-44.729	-43.880
356	05.04.24 17:45:00	6.970	8650752	299994	0.000	-1.765	443.625	92.352	-1.760	27.269	-1.748	4.419	325.005	3.620	-2.534	52.522	-0.818	-0.141	4.645	-44.652	100	0.831	0.937	0.048	-44.982	-44.322
357	05.04.24 17:50:00	6.976	8650752	299994	0.000	-1.765	443.736	92.375	-1.760	27.270	-1.816	2.876	340.497	2.711	-0.960	54.063	-0.876	-0.151	4.580	-44.858	100	0.890	1.002	0.049	-44.943	-44.772
358	05.04.24 17:55:00	6.965	8650752	299994	0.000	-1.764	443.650	92.357	-1.760	27.268	-1.759	3.106	322.024	2.449	-1.911	54.751	-0.896	-0.116	4.349	-44.860	100	0.905	1.008	0.047	-44.861	-44.858
359	05.04.24 18:00:00	6.970	8650752	299994	0.000	-1.763	443.640	92.359	-1.759	27.270	-1.765	4.705	318.575	3.528	-3.113	53.770	-0.878	-0.126	3.878	-44.459	100	0.889	0.990	0.045	-45.013	-43.905
360	05.04.24 18:05:00	6.976	8650752	299993	0.000	-1.759	443.714	92.385	-1.755	27.273	-1.723	2.661	295.903	1.162	-2.393	54.791	-0.922	-0.121	4.590	-44.644	100	0.931	1.082	0.054	-45.103	-44.185
361	05.04.24 18:10:00	6.965	8650752	299994	0.000	-1.747	443.599	92.387	-1.746	27.285	-1.742	3.948	319.430	2.999	-2.568	55.859	-0.939	-0.064	4.380	-44.853	100	0.942	1.113	0.052	-45.121	-44.584
362	05.04.24 18:15:00	6.970	8650752	299994	0.000	-1.741	443.492	92.386	-1.738	27.289	-1.765	4.386	317.027	3.209	-2.990	55.196	-0.935	-0.088	4.971	-44.231	100	0.941	1.057	0.048	-44.446	-44.015
363	05.04.24 18:20:00	6.970	8650752	299994	0.000	-1.747	443.485	92.375	-1.741	27.289	-1.746	2.601	324.362	2.114	-1.515	55.301	-0.903	-0.096	4.168	-44.363	100	0.910	1.057	0.054	-44.862	-43.863
364	05.04.24 18:25:00	6.970	8650752	299994	0.000	-1.724	443.271	92.382	-1.722	27.304	-1.746	3.539	325.823	2.928	-1.988	55.483	-0.904	-0.103	4.502	-44.673	100	0.912	1.057	0.054	-44.945	-44.401
365	05.04.24 18:30:00	6.970	8650752	299994	0.000	-1.728	443.408	92.402	-1.725	27.301	-1.767	1.685	297.253	0.772	-1.498	55.143	-0.908	-0.087	4.291	-44.996	100	0.914	1.042	0.052	-44.417	-45.574
366	05.04.24 18:35:00	6.976	8650752	299994	0.000	-1.723	443.017	92.332	-1.721	27.303	-1.712	3.305	338.967	3.085	-1.186	55.834	-0.916	-0.056	5.119	-44.455	100	0.920	1.046	0.052	-44.567	-44.342
367	05.04.24 18:40:00	6.976	8650752	299994	0.000	-1.724	443.177	92.368	-1.720	27.303	-1.742	3.458	296.639	1.550	-3.091	55.905	-0.896	-0.072	5.047	-44.287	100	0.901	1.117	0.060	-44.100	-44.475
368	05.04.24 18:45:00	6.970	8650752	299994	0.000	-1.719	443.081	92.357	-1.717	27.308	-1.721	4.315	315.494	3.078	-3.025	55.287	-0.899	-0.085	4.300	-44.452	100	0.905	1.033	0.046	-44.666	-44.238
369	05.04.24 18:50:00	6.970	8650752	299993	0.000	-1.717	443.186	92.384	-1.715	27.310	-1.725	2.969	323.043	2.373	-1.785	56.334	-0.926	-0.055	4.240	-44.264	100	0.929	1.074	0.057	-44.700	-43.829
370	05.04.24 18:55:00	6.970	8650752	299994	0.000	-1.715	442.943	92.337	-1.714	27.311	-1.731	3.679	353.984	3.659	-0.386	56.800	-0.937	-0.069	4.317	-44.908	100	0.942	1.050	0.053	-44.896	-44.919
371	05.04.24 19:00:00	6.976	8650752	299993	0.000	-1.717	442.786	92.301	-1.715	27.308	-1.744	3.389	335.310	3.079	-1.416	55.983	-0.941	-0.089	4.604	-44.773	100	0.947	1.082	0.061	-44.517	-45.028
372	05.04.24 19:05:00	6.965	8650752	299994	0.000	-1.721	442.832	92.302	-1.718	27.304	-1.703	1.456	317.765	1.078	-0.978	55.856	-0.913	-0.105	4.454	-45.105	100	0.920	1.070	0.050	-44.837	-45.373
373	05.04.24 19:10:00	6.970	8650752	299993	0.000	-1.722	443.080	92.353	-1.718	27.304	-1.708	2.299	317.359	1.691	-1.558	55.614	-0.908	-0.122	4.677	-44.769	100	0.918	1.043	0.055	-44.947	-44.590
374	05.04.24 19:15:00	6.970	8650752	299993	0.000	-1.719	442.918	92.322	-1.717	27.306	-1.667	1.747	326.721	1.461	-0.959	54.799	-0.891	-0.106	4.433	-44.750	100	0.899	1.009	0.053	-44.728	-44.772
375	05.04.24 19:20:00	6.970	8650752	299993	0.000	-1.718	442.837	92.309	-1.716	27.308	-1.780	3.164	323.667	2.549	-1.874	54.319	-0.843	-0.137	5.208	-44.515	100	0.856	1.002	0.056	-44.591	-44.439
376	05.04.24 19:25:00	6.970	8650752	299994	0.000	-1.714	442.983	92.348	-1.712	27.311	-1.695	3.120	325.989	2.586	-1.745	54.423	-0.869	-0.130	4.525	-44.859	100	0.880	0.978	0.053	-44.591	-45.127
377	05.04.24 19:30:00	6.970	8650752	299994	0.000	-1.712	442.798	92.316	-1.710	27.314	-1.742	3.250	327.143	2.731	-1.764	53.409	-0.863	-0.155	4.460	-44.324	100	0.879	1.015	0.051	-44.936	-43.713
378	05.04.24 19:35:00	6.970	8650752	299993	0.000	-1.709	442.643	92.292	-1.707	27.316	-1.710	3.432	313.003	2.341	-2.510	53.363	-0.864	-0.161	4.203	-44.076	100	0.881	1.003	0.051	-44.430	-43.723
379	05.04.24 19:40:00	6.976	8650752	299994	0.000	-1.708	442.669	92.303	-1.705	27.319	-1.699	3.317	333.038	2.956	-1.504	53.608	-0.882	-0.155	4.398	-43.815	100	0.897	1.016	0.046	-44.841	-42.789
380	05.04.24 19:45:00	6.965	8650752	299994	0.000	-1.708	442.496	92.265	-1.705	27.315	-1.708	1.943	354.184	1.933	-0.197	54.056	-0.870	-0.126	4.629	-44.811	100	0.880	0.988	0.050	-44.643	-44.979
381	05.04.24 19:50:00	6.965	8650752	299994	0.000	-1.714	442.486	92.251	-1.710	27.312	-1.672	1.684	8.286	1.667	0.243	54.630	-0.874	-0.114	4.729	-44.634	100	0.883	1.007	0.051	-44.547	-44.721
382	05.04.24 19:55:00	6.970	8650752	299994	0.000	-1.719	442.923	92.329	-1.715	27.308	-1.665	1.398	325.977	1.159	-0.782	54.719	-0.864	-0.115	4.618	-44.643	100	0.874	1.014	0.050	-44.939	-44.346
383	05.04.24 20:00:00	6.970	8650752	299994	0.000	-1.720	442.923	92.325	-1.716	27.306	-1.765	2.685	323.478	2.158	-1.598	54.081	-0.884	-0.120	4.612	-44.117	100	0.894	1.044	0.052	-44.105	-44.130
384	05.04.24 20:05:00	6.965	8658944	299994	0.000	-1.721	443.035	92.345	-1.718	27.303	-1.693	1.500	328.576	1.280	-0.782	54.920	-0.908	-0.123	4.766	-44.889	100	0.918	1.042	0.056	-44.830	-44.948
385	05.04.24 20:10:00	6.965	8658944	299994	0.000	-1.723	442.973	92.327	-1.719	27.303	-1.716	5.049	309.915	3.239	-3.872	54.923	-0.902	-0.137	4.896	-44.328	100	0.914	1.030	0.048	-44.546	-44.109
386	05.04.24 20:15:00	6.970	8658944	299994	0.000	-1.724	443.247	92.381	-1.721	27.302	-1.746	3.795	299.229	1.853	-3.312	53.201	-0.857	-0.144	5.168	-44.223	100	0.870	1.015	0.048	-44.778	-43.668
387	05.04.24 20:20:00	6.965	8658944	299994	0.000	-1.724	442.949	92.317	-1.721	27.302	-1.742	3.123	328.043	2.650	-1.653	52.823	-0.859	-0.147	5.288	-44.511	100	0.873	0.985	0.050	-44.544	-44.477
388	05.04.24 20:25:00	6.970	8658944	299994	0.000	-1.724	442.987	92.327	-1.721	27.302	-1.744	2.511	297.090	1.143	-2.236	53.190	-0.843	-0.133	4.800	-44.158	100	0.856	0.979	0.051	-44.382	-43.934
389	05.04.24 20:30:00	6.970	8658944	299994	0.000	-1.723	442.740	92.277	-1.720	27.303	-1.735	2.806	305.107	1.614	-2.295	53.125	-0.832	-0.148	4.390	-44.204	100	0.847	1.003	0.051	-44.566	-43.842
390	05.04.24 20:35:00	6.970	8667136	299993	0.000	-1.722	442.899	92.314	-1.719	27.305	-1.765	3.346	302.576	1.801	-2.820	51.757	-0.786	-0.141	4.422	-44.196	100	0.800	0.912	0.047	-44.640	-43.751
391	05.04.24 20:40:00	6.970	8667136	299993	0.000	-1.719	442.925	92.324	-1.717	27.307	-1.731	3.015	315.750	2.160	-2.104	51.842	-0.751	-0.132	4.480	-44.155	100	0.765	0.861	0.050	-44.303	-44.008
392	05.04.24 20:45:00	6.970	8679424	299994	0.000	-1.719	442.890	92.317	-1.717	27.306	-1.735	5.125	304.750	2.922	-4.211	51.827	-0.759	-0.149	4.697	-44.416	100	0.775	0.908	0.046	-44.319	-44.513
393	05.04.24 20:50:00	6.976	8679424	299993	0.000	-1.719	442.669	92.272	-1.716	27.307	-1.701	2.618	301.998	1.387	-2.220	51.743	-0.771	-0.155	4.049	-44.370	100	0.788	0.912	0.054	-44.302	-44.439
394	05.04.24 20:55:00	6.976	8679424	299994	0.000	-1.718	442.497	92.239	-1.715	27.308	-1.689	2.864	311.210	1.887	-2.155	51.191	-0.770	-0.166	4.379	-44.097	100	0.790	0.906	0.049	-44.450	-43.744
395	05.04.24 21:00:00	6.965	8679424	299993	0.000	-1.712	442.602	92.273	-1.711	27.311	-1.704	2.135	333.359	1.909	-0.957	50.867	-0.757	-0.169	4.501	-44.446	100	0.778	0.880	0.045	-44.648	-44.243
396	05.04.24 21:05:00	6.970	8679424	299993	0.000	-1.710	442.591	92.278	-1.708	27.315	-1.710	2.192	311.442	1.451	-1.643	49.890	-0.742	-0.186	3.916	-44.543	100	0.767	0.871	0.048	-44.212	-44.873
397	05.04.24 21:10:00	6.976	8679424	299994	0.000	-1.710	442.594	92.282	-1.707	27.319	-1.729	1.772	335.610	1.614	-0.732	50.399	-0.735	-0.188	4.395	-43.950	100	0.761	0.888	0.051	-44.341	-43.560
398	05.04.24 21:15:00	6.970	8679424	299994	0.000	-1.709	442.412	92.246	-1.706	27.320	-1.706	2.870	307.210	1.736	-2.286	50.159	-0.693	-0.179	4.023	-44.507	100	0.717	0.821	0.047	-44.752	-44.261
399	05.04.24 21:20:00	6.965	8679424	299994	0.000	-1.708	442.579	92.283	-1.705	27.321	-1.697	2.079	308.073	1.282	-1.636	49.028	-0.665	-0.178	4.245	-44.205	100	0.690	0.832	0.051	-44.211	-44.199
400	05.04.24 21:25:00	6.970	8679424	299994	0.000	-1.703	442.697	92.317	-1.702	27.325	-1.657	2.579	289.521	0.862	-2.431	48.693	-0.620	-0.176	4.903	-44.433	100	0.647	0.785	0.047	-44.538	-44.328
401	05.04.24 21:30:00	6.976	8679424	299994	0.000	-1.694	442.477	92.290	-1.695	27.333	-1.706	1.852	261.160	-0.285	-1.830	48.060	-0.603	-0.182	4.168	-44.572	100	0.633	0.770	0.052	-44.708	-44.435
402	05.04.24 21:35:00	6.970	8679424	299994	0.000	-1.719	442.697	92.315	-1.703	27.315	-1.738	1.729	274.844	0.146	-1.722	47.685	-0.597	-0.183	4.348	-44.649	100	0.627	0.753	0.042	-44.959	-44.340
403	05.04.24 21:40:00	6.970	8679424	299994	0.000	-1.727	443.154	92.368	-1.718	27.307	-1.737	0.909	356.416	0.908	-0.057	47.675	-0.599	-0.178	4.253	-44.866	100	0.627	0.723	0.045	-45.335	-44.397
404	05.04.24 21:45:00	6.970	8679424	299994	0.000	-1.741	443.072	92.320	-1.730	27.297	-1.752	1.285	259.850	-0.227	-1.265	47.190	-0.581	-0.170	4.224	-44.848	100	0.607	0.709	0.048	-45.352	-44.343
405	05.04.24 21:50:00	6.970	8679424	299994	0.000	-1.739	443.143	92.327	-1.733	27.297	-1.718	2.979	265.475	-0.235	-2.970	46.767	-0.592	-0.178	4.770	-45.057	100	0.620	0.737	0.046	-45.097	-45.017
406	05.04.24 21:55:00	6.965	8667136	299993	0.000	-1.739	442.952	92.286	-1.733	27.298	-1.763	0.674	291.686	0.249	-0.626	47.247	-0.606	-0.192	4.307	-44.298	100	0.638	0.760	0.044	-44.241	-44.355
407	05.04.24 22:00:00	6.965	8667136	299994	0.000	-1.739	443.313	92.358	-1.734	27.298	-1.733	0.972	234.996	-0.558	-0.796	47.662	-0.619	-0.167	4.511	-44.939	100	0.644	0.770	0.045	-44.948	-44.930
408	05.04.24 22:05:00	6.976	8667136	299994	0.000	-1.739	442.970	92.286	-1.734	27.297	-1.737	2.006	236.584	-1.105	-1.674	48.386	-0.624	-0.191	4.137	-44.561	100	0.655	0.772	0.045	-44.620	-44.503
409	05.04.24 22:10:00	6.965	8667136	299994	0.000	-1.736	442.933	92.280	-1.734	27.301	-1.738	2.612	211.254	-2.233	-1.355	46.791	-0.577	-0.203	4.703	-44.579	100	0.614	0.768	0.055	-44.709	-44.449
410	05.04.24 22:15:00	6.965	8667136	299994	0.000	-1.736	442.592	92.225	-1.728	27.307	-1.695	3.522	237.232	-1.906	-2.962	45.705	-0.577	-0.206	4.544	-44.507	100	0.615	0.725	0.045	-44.589	-44.425
411	05.04.24 22:20:00	6.976	8667136	299994	0.000	-1.722	442.728	92.259	-1.726	27.310	-1.712	2.153	239.066	-1.107	-1.847	45.787	-0.550	-0.189	4.242	-44.773	100	0.584	0.685	0.049	-44.831	-44.714
412	05.04.24 22:25:00	6.965	8646656	299994	0.000	-1.727	442.881	92.296	-1.724	27.308	-1.733	2.711	268.830	-0.055	-2.711	45.014	-0.534	-0.187	4.448	-44.095	100	0.568	0.701	0.051	-44.173	-44.017
413	05.04.24 22:30:00	6.965	8646656	299993	0.000	-1.725	442.820	92.295	-1.720	27.313	-1.710	2.149	287.259	0.638	-2.052	44.595	-0.529	-0.189	4.169	-44.740	100	0.565	0.666	0.045	-44.922	-44.557
414	05.04.24 22:35:00	6.970	8642560	299993	0.000	-1.709	441.869	92.103	-1.717	27.323	-1.753	2.862	234.286	-1.670	-2.323	43.272	-0.493	-0.197	4.603	-45.072	100	0.534	0.641	0.047	-45.524	-44.620
415	05.04.24 22:40:00	6.970	8642560	299994	0.000	-1.744	442.556	92.208	-1.731	27.293	-1.718	3.121	229.619	-2.022	-2.378	43.328	-0.480	-0.194	4.646	-44.556	100	0.521	0.624	0.045	-44.533	-44.578
416	05.04.24 22:45:00	6.970	8642560	299994	0.000	-1.752	442.941	92.260	-1.742	27.288	-1.714	2.104	243.525	-0.938	-1.883	43.190	-0.473	-0.189	4.176	-44.634	100	0.512	0.637	0.043	-44.960	-44.307
417	05.04.24 22:50:00	6.965	8642560	299993	0.000	-1.747	443.053	92.281	-1.742	27.291	-1.731	3.497	250.394	-1.173	-3.294	43.180	-0.478	-0.206	4.315	-44.539	100	0.524	0.652	0.052	-44.547	-44.531
418	05.04.24 22:55:00	6.970	8642560	299993	0.000	-1.749	442.940	92.260	-1.742	27.289	-1.706	3.046	269.669	-0.018	-3.046	43.422	-0.490	-0.215	4.505	-44.778	100	0.539	0.645	0.050	-44.934	-44.623
419	05.04.24 23:00:00	6.970	8642560	299994	0.000	-1.740	442.773	92.238	-1.737	27.297	-1.708	3.331	265.417	-0.266	-3.320	43.790	-0.455	-0.219	4.876	-44.536	100	0.509	0.608	0.040	-44.411	-44.660
420	05.04.24 23:05:00	6.970	8642560	299994	0.000	-1.749	442.899	92.245	-1.744	27.289	-1.761	2.468	258.200	-0.505	-2.416	43.490	-0.465	-0.221	4.492	-44.487	100	0.518	0.612	0.041	-44.493	-44.481
421	05.04.24 23:10:00	6.965	8642560	299994	0.000	-1.730	442.623	92.234	-1.727	27.306	-1.735	3.633	255.200	-0.928	-3.512	42.932	-0.466	-0.201	4.535	-44.698	100	0.512	0.590	0.041	-45.119	-44.276
422	05.04.24 23:15:00	6.976	8642560	299994	0.000	-1.741	442.653	92.238	-1.728	27.298	-1.688	3.859	266.017	-0.268	-3.850	42.532	-0.453	-0.208	4.434	-44.332	100	0.503	0.654	0.051	-44.366	-44.299
423	05.04.24 23:20:00	6.976	8642560	299993	0.000	-1.740	442.692	92.224	-1.736	27.297	-1.757	4.034	243.610	-1.793	-3.613	42.072	-0.438	-0.212	4.433	-44.515	100	0.490	0.581	0.046	-44.227	-44.804
424	05.04.24 23:25:00	6.965	8642560	299993	0.000	-1.741	442.879	92.262	-1.736	27.298	-1.765	3.813	275.695	0.378	-3.794	41.784	-0.425	-0.208	4.775	-44.273	100	0.476	0.582	0.046	-44.285	-44.262
425	05.04.24 23:30:00	6.976	8642560	299993	0.000	-1.755	443.124	92.282	-1.748	27.284	-1.757	4.112	283.435	0.955	-3.999	41.473	-0.419	-0.208	4.474	-43.995	100	0.471	0.600	0.046	-44.218	-43.772
426	05.04.24 23:35:00	6.976	8642560	299994	0.000	-1.745	443.187	92.318	-1.739	27.293	-1.772	4.640	262.394	-0.614	-4.599	41.051	-0.438	-0.204	4.634	-44.784	100	0.487	0.620	0.049	-44.972	-44.597
427	05.04.24 23:40:00	6.970	8642560	299994	0.000	-1.736	442.574	92.213	-1.731	27.299	-1.733	3.838	253.389	-1.097	-3.678	40.699	-0.423	-0.211	4.317	-44.533	100	0.477	0.570	0.047	-44.556	-44.509
428	05.04.24 23:45:00	6.970	8642560	299994	0.000	-1.747	442.625	92.198	-1.741	27.292	-1.759	2.129	271.530	0.057	-2.128	40.853	-0.429	-0.202	4.344	-44.602	100	0.478	0.586	0.045	-44.813	-44.392
429	05.04.24 23:50:00	6.970	8642560	299993	0.000	-1.750	442.898	92.245	-1.744	27.289	-1.759	3.307	263.783	-0.358	-3.288	40.928	-0.420	-0.205	4.444	-44.409	100	0.470	0.590	0.046	-44.359	-44.459
430	05.04.24 23:55:00	6.976	8642560	299994	0.000	-1.753	443.101	92.276	-1.748	27.285	-1.714	2.118	231.874	-1.308	-1.666	40.318	-0.418	-0.206	4.431	-44.130	100	0.469	0.597	0.046	-44.061	-44.199
431	06.04.24 00:00:00	6.970	8642560	299993	0.000	-1.754	443.024	92.259	-1.749	27.285	-1.767	2.918	217.166	-2.325	-1.763	39.812	-0.415	-0.221	4.995	-44.252	100	0.473	0.562	0.039	-44.244	-44.260
432	06.04.24 00:05:00	6.970	8642560	299993	0.000	-1.750	443.055	92.267	-1.748	27.289	-1.776	3.225	258.896	-0.621	-3.164	40.040	-0.404	-0.216	4.404	-44.461	100	0.463	0.569	0.045	-44.973	-43.949
433	06.04.24 00:10:00	6.970	8642560	299993	0.000	-1.749	443.139	92.293	-1.745	27.289	-1.727	2.802	287.062	0.822	-2.679	40.073	-0.409	-0.203	4.537	-44.899	100	0.459	0.577	0.047	-45.085	-44.712
434	06.04.24 00:15:00	6.965	8642560	299993	0.000	-1.748	442.967	92.263	-1.743	27.292	-1.763	3.068	265.912	-0.219	-3.060	39.726	-0.400	-0.218	4.636	-44.312	100	0.459	0.565	0.049	-44.570	-44.054
435	06.04.24 00:20:00	6.965	8642560	299993	0.000	-1.684	442.246	92.243	-1.694	27.346	-1.750	3.101	277.223	0.390	-3.076	38.951	-0.388	-0.204	4.672	-44.336	100	0.442	0.562	0.041	-44.473	-44.199
436	06.04.24 00:25:00	6.965	8642560	299993	0.000	-1.686	442.271	92.270	-1.686	27.344	-1.672	3.065	241.639	-1.456	-2.697	38.063	-0.385	-0.215	4.038	-44.121	100	0.444	0.567	0.046	-44.693	-43.549
437	06.04.24 00:30:00	6.965	8642560	299994	0.000	-1.729	442.561	92.240	-1.720	27.303	-1.759	3.554	287.267	1.055	-3.393	38.246	-0.392	-0.199	4.175	-44.174	100	0.443	0.539	0.043	-44.376	-43.973
438	06.04.24 00:35:00	6.970	8642560	299993	0.000	-1.753	442.633	92.188	-1.745	27.285	-1.740	3.104	262.437	-0.409	-3.077	37.660	-0.361	-0.194	4.138	-44.016	100	0.413	0.499	0.046	-44.436	-43.597
439	06.04.24 00:40:00	6.970	8642560	299994	0.000	-1.754	442.904	92.234	-1.749	27.285	-1.757	2.700	250.493	-0.902	-2.545	36.883	-0.366	-0.177	4.447	-44.535	100	0.410	0.502	0.044	-44.252	-44.818
440	06.04.24 00:45:00	6.965	8642560	299994	0.000	-1.723	442.678	92.250	-1.725	27.311	-1.727	3.124	245.857	-1.278	-2.851	36.291	-0.366	-0.201	4.574	-43.825	100	0.421	0.532	0.038	-43.982	-43.667
441	06.04.24 00:50:00	6.970	8642560	299994	0.000	-1.732	442.559	92.220	-1.727	27.306	-1.750	1.496	297.638	0.694	-1.325	35.998	-0.363	-0.197	4.327	-44.056	100	0.417	0.525	0.041	-44.029	-44.082
442	06.04.24 00:55:00	6.970	8642560	299994	0.000	-1.747	442.857	92.255	-1.737	27.291	-1.682	2.734	252.893	-0.804	-2.613	35.781	-0.357	-0.179	4.619	-44.001	100	0.403	0.509	0.039	-44.553	-43.449
443	06.04.24 01:00:00	6.976	8642560	299993	0.000	-1.749	442.687	92.203	-1.743	27.289	-1.787	2.450	282.183	0.517	-2.395	35.380	-0.354	-0.188	4.544	-44.081	100	0.405	0.551	0.044	-44.706	-43.456
444	06.04.24 01:05:00	6.970	8642560	299994	0.000	-1.753	442.933	92.244	-1.747	27.285	-1.793	2.492	244.413	-1.076	-2.248	34.490	-0.347	-0.185	4.863	-44.132	100	0.398	0.493	0.041	-44.412	-43.852
445	06.04.24 01:10:00	6.970	8642560	299994	0.000	-1.751	443.063	92.272	-1.747	27.286	-1.750	3.692	246.523	-1.471	-3.387	33.746	-0.355	-0.191	4.059	-44.491	100	0.407	0.511	0.046	-44.919	-44.064
446	06.04.24 01:15:00	6.965	8642560	299994	0.000	-1.749	443.006	92.268	-1.744	27.288	-1.718	2.894	243.012	-1.313	-2.579	33.275	-0.365	-0.192	3.953	-44.619	100	0.416	0.529	0.042	-45.037	-44.200
447	06.04.24 01:20:00	6.970	8642560	299994	0.000	-1.701	442.600	92.281	-1.708	27.326	-1.714	3.055	246.952	-1.196	-2.811	33.120	-0.371	-0.182	4.595	-44.266	100	0.417	0.545	0.044	-44.413	-44.120
448	06.04.24 01:25:00	6.965	8642560	299994	0.000	-1.701	442.178	92.214	-1.700	27.328	-1.697	2.756	252.269	-0.839	-2.625	32.809	-0.377	-0.185	4.390	-44.156	100	0.423	0.525	0.045	-43.947	-44.364
449	06.04.24 01:30:00	6.970	8642560	299994	0.000	-1.701	442.244	92.230	-1.699	27.326	-1.714	2.594	249.314	-0.916	-2.427	32.856	-0.372	-0.183	4.821	-44.342	100	0.419	0.512	0.040	-44.545	-44.138
450	06.04.24 01:35:00	6.970	8642560	299994	0.000	-1.714	442.217	92.216	-1.702	27.321	-1.699	3.203	226.863	-2.190	-2.337	33.347	-0.376	-0.206	4.424	-44.660	100	0.433	0.553	0.044	-45.121	-44.199
451	06.04.24 01:40:00	6.965	8642560	299994	0.000	-1.698	442.176	92.223	-1.696	27.329	-1.714	2.709	232.368	-1.654	-2.145	33.394	-0.366	-0.185	4.515	-44.440	100	0.414	0.574	0.051	-44.627	-44.253
452	06.04.24 01:45:00	6.976	8642560	299994	0.000	-1.703	442.212	92.227	-1.698	27.325	-1.695	2.510	241.072	-1.214	-2.197	33.094	-0.374	-0.182	4.606	-44.593	100	0.419	0.509	0.044	-44.937	-44.249
453	06.04.24 01:50:00	6.965	8642560	299994	0.000	-1.702	442.315	92.248	-1.698	27.328	-1.697	2.353	233.172	-1.410	-1.884	33.080	-0.378	-0.187	4.198	-44.403	100	0.425	0.524	0.043	-44.444	-44.362
454	06.04.24 01:55:00	6.976	8642560	299994	0.000	-1.703	442.175	92.215	-1.699	27.326	-1.706	2.924	265.242	-0.243	-2.914	33.056	-0.391	-0.197	4.325	-44.089	100	0.442	0.599	0.049	-44.258	-43.920
455	06.04.24 02:00:00	6.965	8642560	299993	0.000	-1.702	442.294	92.241	-1.699	27.326	-1.712	2.567	234.764	-1.481	-2.097	32.985	-0.398	-0.192	4.893	-44.701	100	0.445	0.553	0.047	-44.665	-44.737
